main_headline,classification
IN THE REAL ESTATE FIELD; Sales of Dwellings the Forerunners of Early Fall Business. MARKET GENERALLY LIFELESS Latest Dealings by Brokers -- Auction Room Transactions -- List of Offerings for the Coming Week.,1.0
Low Prices for Royal Academy Works.,7.0
"FOOTBALL AT PRINCETON; University Field Put in Fine Condition for Early Practice. PROSPECTS FOR THE TEAM Langdon Lea or ""Alex"" Moffatt Will Act in Capacity of Head Coach -- Only Four Old Players.",9.0
COOLER IN THE WEST.; Storm Brings Relief to St. Paul -- Mil- waukee Expects Rain.,7.0
AMERICAN YACHTS AT COWES.; Sir Thomas Lipton Was Not Proposed for Membership in Royal Yacht Squadron.,1.0
England Complains of the Cold.; HOTTEST DAY OF THE YEAR,7.0
Miss Mary E. Wilkins's Cats.,7.0
THE CASE OF MAJOR SMITH.,5.0
LONDON TOPICS OF THE WEEK; Date of General Election Depends on Events Abroad. THE CHINESE MISUNDERSTOOD Pacific Methods Will Probably Have to be Used with Them. Only Diplomatic Successes in Chinese Crisis Have So Far Been on the Part of the United States.,2.0
THE TIVOLI ARRESTS.,7.0
Counting Buttons.,7.0
Another Trial of the Holland.,7.0
"ST. LOUIS, 8; BROOKLYN, 1.",7.0
"FIREWORKS IN TRUNK EXPLODE.; Ignited, It Is Supposed, by the Heat of the Room -- A Man Injured.",7.0
DIED ON THE SIDEWALK.; William Hagey Loses His Life After a Day's Work.,9.0
HAVANA IN THE SUMMER; The Residents Do Not Need Any Sympathy from the North. It Has Been Cool in the City and the Resorts in the Suburbs Are Well Patronized.,5.0
Edgar E. Duryea.,7.0
"RUINS OF PANAMA CANAL; $225,000,000 More Necessary to Complete Waterway's Construction. MILES OF ROTTING MACHINERY Only About One-third of the Work Done -- Appalling Waste of Millions of Dollars.",2.0
MRS. ASTOR'S EXCEPTIONS.; Answer to Referee's Report in the Suit of Will Trustees.,1.0
STATEN ISLAND SMOKE NUISANCE.,7.0
The Water Greater New York Uses.,7.0
Norwegians Past and Present.,7.0
WAS BURTIS HUNTING?,7.0
Proof of Anarchist Plot.,7.0
Heat Causes Insanity and Death.,7.0
HOUSE METERS AND WATER WASTE.,4.0
Front Page 2 -- No Title,7.0
Forest Fires in Michigan.,7.0
ENGLEWOOD BUNCHED HITS; Beat N.Y.A.C. Team in a Well-Played Baseball Game. SECOND PLACE FOR VICTORS Sharp Fielding on Travers Island Diamond by Both Sides in Amateur League Contest -- Score 4 to 2.,1.0
Valuable Gifts to Mrs. Brown Potter.,7.0
BAR HARBOR.,7.0
Ex-Congressman S. M. Clark Dead.,7.0
Telegraph Lines to Dawson.,7.0
CHICAGO QUOTATIONS.,7.0
"""Dorp.""",7.0
FURTHER RUSSIAN SUCCESSES.,7.0
Obituary Notes.,7.0
BRYAN TO GO STUMPING; Extensive Tour Mapped Out for the Democratic Candidate. Understood He Will Travel Almost as Much as During the Campaign of 1896.,1.0
SUGGESTIONS FOR GOVERNOR.,7.0
The Royal Arms.,7.0
Guncotton Warehouse Blown Up.,7.0
The Nashville Sails for Niu-Chwang.,7.0
A SIX-MASTED SCHOONER.; Largest Vessel of Its Kind in the World to be Launched Tuesday.,9.0
ALL ARMOR BIDS REJECTED.; New Proposals to be Asked For -- Contractors Must Come to Reasonable Terms.,9.0
VICTOR EMMANUEL TAKES FORMAL OATH; Monarch Says He Ascends the Throne Without Fear. Pays Tributes to His Ancestors in an Address to His Subjects.,2.0
Features of Some Seasonable Sports.,10.0
PARIS EXPOSITION AWARDS.; To be Announced Next Saturday Amid Much Ceremony -- First of a Se- ries of Fetes Given.,1.0
English Anti-High Church Campaign.,7.0
Woman Charged with Poisoning.,7.0
FOREST FIRE CONTROLLED.; One of the Men Fighting It in the Cats kills Burned to Death.,1.0
A TROUBLED READER.,7.0
Robert E. Lee at West Point.,7.0
The Friend of Animals.,7.0
Woman in Morocco.,7.0
SITUATION IN SZE-CHUEN.,7.0
The Conquest of China.,7.0
THREAT BY A CHINESE ENVOY.,7.0
CHURCH PROPERTY IN CUBA.; Bishop Wants Same Allowance as Under Spanish Rule.,1.0
REPAIRS ON THE OREGON.; Will Be Temporary Because This Government So Desires.,4.0
INDIA FAMINE DECREASING; The Coming of the Monsoon Mitigates the Distress. CHOLERA IS STILL RAGING Little of the Disease in the Relief Camps -- The People Are Broken and Bankrupt.,5.0
Newark Aids Chicago Strikers.,7.0
ENVOYS AGAIN ATTACKED?,7.0
"GERMAN CHESS TOURNAMENT.; Pillsbury, Schlechter, and Maroczy to Play Off Tie for First Place.",9.0
American Swimmer Did Not Finish.,7.0
MR. COLER TO FIGHT FOR THE NOMINATION; Defies the Followers of Croker in Tammany Hall. REPLIES TO ATTACKS OF FOES Kings County and ex-Senator Hill Back Him -- Coming Battle in the Convention.,1.0
NORTHWESTERN WHEAT CROP.; Big Decrease in Minnesota and North and South Dakota.,9.0
FOOD AT THE EXPOSITION; Marvelous Exhibits to Delight the Gourmet's Eye. RIVERS OF FAMOUS WINES Things to Eat that Have Made France Famous -- America's Splendid Showing.,2.0
Agricultural Implement Makers Fail.,7.0
Prohibitionists Name a Ticket.,7.0
"A Boy, a True Hero.",7.0
A COURTEOUS INQUIRER.,7.0
"HOTTEST DAY OF THE YEAR; Highest Average Temperature, with 95 1-10 as the Maximum. THE HEAT CAUSES 30 DEATHS Many Prostrations Reported -- A Wind from the West in the Afternoon Brings Relief.",6.0
Germans Expelled from Pretoria.,7.0
Board Will Inquire into Yellow Fever.,7.0
"Litigation Over ""La Loie's"" Theatre.",7.0
Modern Church Music.,7.0
"AUGUST'S SEASIDE FETE; New Jersey Farmers Observe Big Salt Water Day. Monmouth and Ocean Counties Pour Out Their Population -- Games, a Bath and Feast.",4.0
Chinese Officials and Missionaries.,7.0
BALTIMORE DEATH RATE INCREASES; Intense Heat Interferes with Business -- No Relief Promised.,7.0
PROSTRATED WOMAN ROBBED.; Found with Her Ring Finger Lacerated -- Dies in Fordham Hospital.,7.0
"J.L. FARWELL A BANKRUPT; Son Says Church Forced His Father to the Wall. Schedule Filed in Order that All Creditors May Be Treated Alike -- Liabilities, $466,734.15.",9.0
Pittsburg's Hottest Day.,7.0
"TAMMANY NOT SURPRISED.; Croker's Followers, However, Refuse to Discuss Coler's Candidacy.",7.0
WANTS A STANDING ARMY.; Gen. Wheeler Tells Chicago Students the Way to Preserve Peace Is to Prepare for War.,1.0
TICKET SCALPING AGAIN.,7.0
GENERAL NOTES.,7.0
M. Lockroy to Study German Navy.,7.0
IRISHMEN FIGHT ITALIANS.; Pitched Battle with Bricks Between Masons and Hodcarriers on Rutgers Street.,9.0
WESTERN UNION MAN INSANE.,7.0
"""CONSENT OF THE GOVERNED.""",7.0
NEW TORPEDO BOAT DESTROYER.; The Bailey to be Taken on Trial Trip August 25.,1.0
PUBLIC WASTES IN THE BRONX.; Two Barren Spots That Could Easily Be Made to Bloom.,10.0
JUSTICE WERNER FOR GOVERNOR.,9.0
MR. BRYAN'S REMEDY.,7.0
Article 2 -- No Title,7.0
"LINEMAN OVERCOME ON A POLE.; He Is Lowered by Fellow-Workmen, but Dies in a Few Minutes.",7.0
Humbert to be Buried To-day.,7.0
SAILING DATES OF TRANSPORTS.,7.0
"Turbotville, Penn., Nearly Destroyed.",7.0
CHARENTUS' KEARNEY HANDICAP; The Winner Won This Race in Straight Heats -- Mr. Jersey Second.,1.0
The Responsibility of Missionaries.,7.0
Chicago Officials Accused.,7.0
Rabies Increasing in Paris.,7.0
THE RACE PROBLEM.,7.0
MEN DINE IN SHIRTWAISTS.; Innovation in Morristown Society Circles -- Women Wear Evening Dress.,1.0
"LAND-LUBBERS AT SEA; Naval Officer Tells of His Experience With the Militia. Amateur Sailors Did Some Funny Things, but ""Old Aleck"" Thought They Were All Right.",9.0
"DOG AMBULANCE RUN DOWN.; Many Animals Liberated by Trolley Collision, and Middle Village Farmers Arm Themselves.",1.0
English and American Bruisers.,7.0
The Relief Due at Taku.,7.0
Lake Breeze Keeps Buffalo Cool.,7.0
Article 9 -- No Title,7.0
Long and Tewkesbury Won in Glasgow.,7.0
COLORED BOY SHOT IN THE HEAD.; Wound from Friend's Pistol Fatal -- Said to Have Been an Accident.,1.0
BOSTON STOCK MARKET.,7.0
Obituary 2 -- No Title,7.0
Peru's President Installed.,7.0
Article 6 -- No Title,7.0
Article 4 -- No Title,7.0
NEWPORT.,7.0
Boys Raid a Paper Mill.,7.0
Lockstep Abandoned at Sing Sing.,7.0
Great Floods in New South Wales.,7.0
CHICAGO'S RECORD OF DEATH.; Heat Ends 11 Lives -- 21 Prostrations -- Men Forced to Quit Work.,7.0
THE CROWD AT THE BRIDGE.,7.0
Cuban Tax Law Inoperative.,7.0
PHILADELPHIA PRICES.,7.0
LONDON FINANCIAL COMMENT.; Decrease in Revenue of Twelve Large British Railroads.,1.0
How the Chinese Are Armed.,7.0
REAL ESTATE TRANSFERS.,7.0
"FATAL BOILER EXPLOSION.; Three Men Killed and Two Injured in Portland, Me.",1.0
AMERICANS IN ENGLAND.,7.0
BELIEVE HOSTILITIES OVER.; Washington Officials Exultant -- Why Chinese Tried to Induce Envoys to Leave Peking.,7.0
FREE SHIPS AND GOLD.,7.0
Sportsmen's Finds.,7.0
PIG IRON TRADE DULL.; July Was the Worst Month for Years -- Operators Despondent.,1.0
LOWER BRONX HOMES MENACED BY SEWAGE; Residents Exasperated Afresh by White Plains Works. A TIDE-WATER SEWER NEEDED Scramble of Politicians Declared to be Responsible for the Failure to Build It.,5.0
RHINOTECHNICS.,4.0
Queen Victoria's Family Circle.,7.0
BAILIFF MOORE'S MEDAL.; His Gallantry in the Civil War Has Just Been Fittingly Remembered.,7.0
VON WALDERSEE'S APPOINTMENT.,7.0
BAYONNE SPEEDWAY TROTTERS; Amateur Drivers Contest on the Jersey Course in Half-Mile Heat Races.,1.0
Cycle Races at Buffalo.,7.0
CHILDREN FIND A CORPSE.; Make the Ghastly Discovery in a Cincinnati Sewer.,1.0
GOEBEL MURDER CASE.; The State Offers Testimony in Rebuttal -- Witnesses Contradict Powers.,4.0
WARRANT FOR DEAD MAN; Janitor Accused of Misappropriation Had Hanged Himself. Owner and Court Officer Found Frantic Widow and Curious Crowd at Big Flathouse.,1.0
FAST TRACKS AID HORSES; Well-Kept Course at Brighton Helped to Break Records. EFFECT OF TIDE ON RACING Water Under the Speedway Said to Make It Springy and Assist the Racers.,2.0
RUSSIA'S FOREIGN MINISTER.; Count-Lamsdorff Well Acquainted with Desires of Other Countries.,4.0
"PASSENGERS THE VICTIMS.; Wall, Who Approached Campania Voyager on the Pier, Arrested -- Police Call Him a Bunko Man.",6.0
WASHINGTON LEADS THE COUNTRY.; Mercury in Weather Bureau Thermometer Climbs to 101 Degrees.,7.0
"TRAMP BURGLAR CAPTURED; ""Frisco Slim"" Caught by Detectives in Brooklyn. Wanted for a Daring Bank Robbery in Strasburg, Va. -- The ""Yeggman's Methods.""",1.0
HOUSEHOLD NOTES.,7.0
IN FOREIGN LANDS.,7.0
OUTBREAK NEAR SWATOW.,7.0
Article 1 -- No Title,7.0
Plato on the Art of Writing.,7.0
NARRAGANSETT.,7.0
THE TOWN MEETING IDEA.,7.0
SUICIDES IN AUBURN.; Prison Authorities Think the Intense Heat Is Responsible.,7.0
A Horse's Blinders.,7.0
Twelve Injured in Trolley Accident.,7.0
OBSERVE OLD HOME WEEK.; Secretary Long Participates in the Exercises at His Birthplace in Maine.,1.0
ENGLAND'S GOLF CHAMPION.; J.H. Taylor Arrives Here and Will Play Exhibition Matches Throughout the Country.,1.0
Cement Company Resumes Operations.,7.0
"IN SUN-BAKED CHICAGO; Streets and Restaurants Deserted, None Venturing to Go Out. PREPARING TO HONOR G.A.R. Clairvoyants to be Taxed -- Fagin Up to Date -- Money Wasted on the Sanitary Canal.",9.0
"Asbury Park Fire Does $75,000 Damage.",7.0
STATE LAWS IN EFFECT SEPT. 1.; The Repeal of the Horton Law and Punishment for Kidnappers the Most Prominent.,4.0
Depew and Lodge May Speak in Ohio.,7.0
GOLF AT SHINNECOCK.; Ladies' Tournament to Start Next Week -- Play in Weekly Handicap.,1.0
End of a Famous Excursion Boat.,7.0
"""Buck"" Skinner Released from Elmira.",7.0
The Rev. Cyrus Hamlin Buried.,7.0
NOME'S NECESSITIES.; Gen. Randall Makes a Report to the Government.,4.0
AMERICAN UNION LIFE WINS.; Insurance Company Not Enjoined from Consolidating with the National.,1.0
New Line to Thousand Islands.,7.0
Heptasoph Organization Disbands.,7.0
THE NEW QUEEN OF ITALY; Reminiscences of the Beautiful Elena of Montenegro. HER MARRIAGE TO KING VICTOR Said to Have Been In Love With the Present Emperor of Russia -- Her Fondness for the Chase and Out-door Sports.,5.0
MR. VREELAND'S CLAMBAKE.; He Entertains Metropolitan Railway Employes at His Brewster Home.,7.0
GOLF FOR OTSEGO CUP.; Compton Beat Clark in Final Match by 2 Up and 1 to Play.,1.0
Some Happenings in Good Society,7.0
CHICAGO CYCLIST WON.; McEachern of Canada Beaten in a Thirty-Mile Motor Paced Race at Philadelphia.,1.0
No Relief in Oswego.,7.0
PUNISHING ASHANTI REBELS.; British Force Wins Several Victories -- Kumassi Fort Reinforced.,1.0
"THE FIRST SUNDAY TRAIN.; It Carried Milk from Orange County, and from It an Enormous Traffic Has Grown.",6.0
The Paris Fair as an American Sees It.,10.0
HINTS TO WHEELMEN.,7.0
The English Soldier and His Religion.,7.0
Article 11 -- No Title,7.0
OUTSIDE SECURITIES.,7.0
Obituary 1 -- No Title,7.0
FIRE THREATENS FACTORY; Robert Gair's Stable and Carpenter's Shop Destroyed. His Lithographic Plant and a Chemical Factory Saved -- The Origin of the Blaze a Mystery.,4.0
Article 8 -- No Title,7.0
MR. BRYAN'S AMMUNITION.,7.0
THE FINANCIAL SITUATION,7.0
END OF CHINESE CRISIS IN SIGHT; Acceptance of American Proposal Expected. SMALL ESCORT OF ALLIES Enough Troops to Go to Peking to Make Envoys' Journey Safe. Administration Officials Are Confident that the Fighting Is Now Practically Over.,7.0
MINEOLA WINS SPECIAL CUP; August Belmont's Yacht Again Outsails Sister Seventies. THIRD TIME IN A WEEK Final Run of the N.Y.Y.C. Cruise -- Vice Commodore's Trophy for Schooners Goes to Quissetta.,2.0
Miss Marny's Engagement.,7.0
Brahms the Musician.,7.0
Engaged to Support Blanche Walsh.,7.0
THE WOMEN WERE CRUEL; Petty Conduct Made a Fellow-Boarder's Life Miserable. Persecution Was Instigated by Purse -- Proud Visitor Who Had a Past -- Then the Facts Came Out.,1.0
ASBURY PARK.,7.0
Mortality from Snake Bites in British India.,1.0
Toledo Also Suffers.,7.0
In Continental Centres.,7.0
SENATOR BUTLER'S ATTITUDE.,7.0
The Bishop Ditched.,7.0
HOUSE MAY BE DEMOCRATIC.; Congressman Overstreet Fears the Democrats Will Overcome the Republican Majority.,9.0
WISHES TO AMEND THE CALENDAR,7.0
THE PLOT AGAINST ROBERTS.; He Says It Was Clumsily Conceived -- Reports Many Skirmishes with Boers.,1.0
PIG IRON IN A MINUTE.; Labor-Saving Contrivance Installed by Illinois Steel Company.,7.0
The Kentucky Stock Farm Sold.,7.0
Southern Tennis Championship.,7.0
THE BANK STATEMENT.,7.0
MR. BRYAN AND IMPERIALISM.,7.0
RED CROSS ASSOCIATION MEETS.,7.0
Steamship Firemen Strike.,7.0
LET PEACE PREVAIL.,7.0
The Religious Side of the Boers.,7.0
Oppose Chilkoot Pass Railway.,7.0
Paret Won Tennis Trophy.,7.0
BAR HARBOR'S SOCIAL SEASON.,7.0
Boston Negroes Enter a Protest.,7.0
ROOSEVELT IN BRYAN'S STATE.; Governor Is Slated to Speak in Nebraska -- Will Make West Field of Campaign Operations.,7.0
MEXICO'S NEW RAILROAD.,7.0
GUNTHER HELD WITHOUT BAIL.; Man Who Stabbed Zimmerman Must Answer to Charge of Murder.,1.0
ARTIFICIAL PEARL GROWING.; Japanese Native Makes a Success in Cultivating the Gems.,7.0
Spindle City Wheelmen Races.,7.0
Italian Problems.,7.0
Runaway Boy with Tramps.,7.0
MME. WU IN SINKING YACHT.; Wife of the Chinese Minister and Guests Saved from Drowning -- Brought Ashore in Rowboats.,7.0
Toledo Officials Tear Up Tracks.,7.0
VICEROYS APPEAL TO AMERICA.; Ask This Country to Prevent Landing of Foreign Troops at Shanghai -- Request to be Ignored.,4.0
SMITH'S FOES SUSPENDED; Court-Martial Held by the Gloucester Command. DEFENDANTS DO NOT ATTEND Men Who Are Disciplined Hold a Meeting and Denounce Those Who Try Them.,1.0
Article 10 -- No Title,7.0
THE TAKING OF YANG-TSUN.; Remey Sends Messages from Chaffee and the British Commander -- Next Move of Allies Undecided.,7.0
To Exhibit Results of Negroes' Work.,7.0
Christian Converts in China.,7.0
NEWPORT'S FORTIFICATIONS.,7.0
Fell Four Stories to Sidewalk.,7.0
Tuan Ready to Leave Peking.,7.0
DEATH LIST OF A DAY.,7.0
Billingsgate.,7.0
PARIS NUISANCES SUPPRESSED.; Rules for Cab Drivers-Street Sale of Indecent Literature Stopped.,1.0
TROUTING IN MIDSUMMER.; Fine Sport in the Blooming Grove Park Waters -- Heavy Fish from a New Lake.,1.0
"PHILADELPHIA GETS A RECORD.; The Government Thermometer Registers 100.6, Highest Ever Reached in August.",7.0
Finland and Russia.,7.0
"ATHLETE AND A FUGITIVE; Police Fail to Find Dietrick, Who Assaulted a Tailor. Victim's Friends and Physicians Say He Is Dangerously Injured and Accuse the Authorities.",9.0
TRAIN ROBBERY IN OHIO; Culprits Murder Express Messenger and Get Little of Value. Mystery Surrounds Crime Committed on a Pennsylvania Road Passenger Train.,9.0
"A ONE-ARMED HERO.; Saves Two Boys from Drowning in Union Park Lake, Chicago.",7.0
L. Reiff Rode Four Winners.,7.0
INJURED IN A RUNAWAY.; Woman Thrown Out and Young Man Dragged Some Distance.,1.0
SUBMARINE BOAT CAPSIZES.,7.0
ODELL'S BOOM STARTS AFRESH; Politicians Regard Senator Platt's Words as Significant -- Prediction of a Buttonmaker.,7.0
GERMANY'S MEAT BILL.; Prohibitory Enactment Becomes Operative Oct. 1.,1.0
THE MIDVALE'S POSITION.,7.0
"TWO GIRLS FALL TO DEATH.; One Rolls Off a Fire Escape, the Other Drops from Window.",1.0
"A SWEET PEA BI-CENTENARY.; The Talk of Celebrating One In England -- Florist's Talk About ""Painted Lady"" Flower.",9.0
THE CASE OF THE DISTRICT ATTORNEY.,10.0
Article 5 -- No Title,7.0
BETTER MAKE UP AND DIVIDE.,7.0
Heat Forces Shipyard Men to Quit Work,7.0
LORD RUSSELL'S LIBERALITY.; It Caused the Formation of a Syndicate to Straighten Out His Affairs.,1.0
Confiscation in Morocco.,7.0
Embargo on European Cattle.,7.0
LENOX.,7.0
Wrexham Church Being Restored.,9.0
THE NEW MINERS' UNION.; Reasons for Its Formation -- Topics to be Discussed at the Miners' Convention in Hazleton To-day.,9.0
THE WEEK'S TRANSACTIONS.,7.0
"CONGER WILL ""HOLD ON.""",7.0
"FIFTEEN KILLED AT A GRADE CROSSING; Train Crashes Into an Omnibus Containing 25 Persons. ONLY THREE ESCAPED INJURY Dead and Injured Residents of Slating- ton and Walnutport, Penn. -- Had Attended a Funeral.",9.0
"TWO NEGROES MURDER WHITES; Capt. Wade of Sylvania, Ga., Who Headed a Pursuing Posse, Mortally Wounded -- More Trouble Feared.",5.0
Small Cyclone in Iowa.,7.0
THE WEEK'S GOLF EVENTS.; Women's Annual Club Tournament on the Shinnecock Club Links -- Richfield Springs Fixture.,5.0
MUST THE SENATE BE REPUBLICAN?,5.0
ROOF FELL AND HURT TWO MEN; Sudden Collapse of Stable Buried Employes Under Bricks and Timber.,5.0
STRIKES AS A REMEDY.,7.0
ALUMINUM WORKS DESTROYED.; Pittsburg Reduction Company's Works Wrecked by a Tornado.,5.0
THE MINISTERS' PERIL.,7.0
"$42,058 FOR MISSIONS.",7.0
E.F. Henderson a Suicide.,7.0
LOCAL OARSMEN TRAINING; Harlem River Alive with Crews Practicing for the Regattas. THE TITUS-RUMOHR RACE Sheepshead Bay Club Entry for This Event Is Expected to Furnish a Surprise for Many.,5.0
"Franz Betz, Waanerian Singer. Dead.",7.0
"7,000 CHRISTIANS KILLED?; M. Delcasse Said to Have Received News of an Awful Massacre at Pao-ting-Foo.",5.0
VAN WYCK FOR STANCHFIELD?; Supposed to be a Plan to Get the Latter in Line for Tammany.,5.0
FATAL VISIT TO A HOSPITAL.; George Dennig Injured While Attempting to See His Wife.,5.0
MONTCLAIR HOUSES STRUCK.; Lightning Sets One Ablaze -- Others But Slightly Damaged.,5.0
ZIONISTS HOLD A FESTIVAL; Celebration of London Congress Opening Fills Cooper Union. ANTI-SEMITICISM DENOUNCED Dr. Stephen Wise Compares the Persecutions of the Jews with the Deeds of Chinese Boxers.,9.0
ON THE LONDON EXCHANGE.,7.0
NIU-CHWANG EVACUATED.,7.0
"BIG FIRE IN GLENS FALLS.; Hotels and Business Houses Destroyed --The Estimated Loss, $140,000.",5.0
"DEATH IN STORM IN QUEENS BOROUGH; Lightning, Electric Wires, and Fire Destroy Lives. BOY WRAPPED IN FATAL COIL Farmer Burned While He Tries to Rescue Stock -- Panic Among North Beach Excursionists.",9.0
McBRIDE TO COACH YALE.,7.0
KING VICTOR RECEIVES DEPUTIES.; Thanks Them for Their Acknowledge- ment of Devotion to the Throne.,5.0
